seŋes siäŋŋás
si'bžes sibžá
si'lpottâh si'lpottuvah
si'đhes sitkás
si'đhesvuotâ si'đhesvuođâ
siLe sile
siNo sino
siVo sivo
siemâ siemmân
sieđ'gâ sieđgâ
siimpâl simppâl
sij sii
sijgâ siijgâ
sijmá siijmá
sijvo siijvo
silbâ siilbâ
site siđe
sivlo si'vlo
siä'Ládâh siä'Láduv
siä'bládâh siä'bláduv
siä'lulâš siä'lulii
siäSá siäsá
siäk'ku siähu
siäm'máš siäm'máá
siämu siämmun
siävŋus siäv'ŋus
siävŋál siäv'ŋál
skarbâ skaarbâ
skelmâ skeelmâ
skeŋkkâ skeeŋkâ
skiilhâs skilkkâs
skikkâ skiikâ
skikâlâš skikâlii
skikâlâšvuotâ skikâlâšvuođâ
skinne skiNe
skivŋe skiivŋe
skivŋá skiivŋá
skiär'ru skiäRu
skolmo sko'lmo
skovos skoppoos
skovžâ skoovžâ
skoče skoje
skuibâ skuuibâ
skuuiper skuipper
skuulčâs skulččâs
skuuŋkâs skuŋkkâs
skuá'rádâh skuá'ráduv
skuáp'pu skuápu
skuŋkkâ skuuŋkâ
skälvi skäälvi
skääVi skäävi
N _ smaVâ čunoi
smakkâ smaakâ
smie'tâstid smiettâst
smiäRu smiäru
smákku smááhu
smätti smääti
sniigâs sniggâs
snyel'tti snyelti
snyer'di snyerdi
snáittu snááitu
so'rjolâš so'rjolii
soRe sore
soVes sohháás
sogge soge
solge so'lge
sollâ soolâ
soogâs soggâs
soovsâ soksâm
soovâdvuotâ soovâdvuođâ
soođâ sottuu
sooŊâš soŋ'ŋâš
soppâ soopâ
sopâvâš sopâváá
sorme so'rme
sorolâš sorolii
N _ sosiaallâš media
sosiaallâš sosiaallii
sote sođe
sovle so'vle
sovâlâš sovâlii
sovđâ soovđâ
spaaNjâ spaanjâ
spabbâ spaabâ
spahâ spaVâ
sparro spaRo
N _ spie'kâsteijee uái'vil
sponttâ spoontâ
spoonâs spoonnâs
spálččá spáálčá
spä'ilihât spä'ilihâđâ
spälli spääLi
sraŋgâ sraaŋgâ
staappâl stapâlist
staavlâ stavluu
staaĐâ staađâ
steemmig stemmig
steevvil steVileh
stielâs stiellâs
stiijves stijvá
stijlâ stiijlâ
stijlâsâš stijlâsii
stivrâ stiivrâ
stokke stohe
stoorgâs storgâs
stormâ stoormâ
stu'rcádâh stu'rcáduv
N _ stuor'râ raddetekki
stuár'ráámuš stuár'ráámuu
stye'res stuár'rá
stággu stáágu
stávrá stáávrá
stááLu stáálu
stänži stäänži
stääLi stääli
sudde sude
suddo sudo
sudes suddás
suhâlâš suhâlii
suijâ suujâ
sujâlâš sujâlii
sujâttesvuotâ sujâttesvuođâ
sullâsâš sullâsii
sunde su'nde
suoNâ suonâ
suoVâ suovâ
suogâ suog'gâm
N _ suoi sunnuu
suok'sâ suovsâ
suol'luš suol'luužii
suolâ suol'luu
suonâš suonii
suotâs suot'tâs
suov'kkâ suovhâ
suovâs suovvâs
suptâ suuptâ
suuhâ suuVâ
suuvrâs suvrâs
suvle su'vle
suvre su'vre
N _ suvâlâš lasânem
suvâlâš suvâlii
N _ suvâttes lasânem
suá'mis suámmás
suá'málâš suá'málii
suáJá suá'já
suáMi suámi
suáNju suánju
suáb'bi suábi
suálustâh suálustuv
suár'vi suárvi
suárváš suár'váá
suáv'li suávli
suáđis suáđđás
syeJi sye'je
syeRi syere
syei'ni syeini
syel'ni syelni
syem'milâš syem'milii
syer'gi syergi
syergis suár'gás
sáigu sááigu
sákku sááhu
N _ sánálâš vie'hâväldi
sáttu sáátu
sávru sáávru
N _ sááháviĐá lyev'di
sáávjáš sávjáá
säggi säägi
säiđi sääiđi
säppi sääpi
särgi säärgi
särni säärni
sävri säävri
sävrivuotâ sävrivuođâ
sävŋi säävŋi
sääNi sääni
säältis sálttás
säärgis sárgá
taMe tame
taaLâs tallâs
taarbâs tarbas
taarbâš tarbâš
N _ taavaapiälááš näpikiär'du
N _ taavaapiälááš pááLupeeLi
taavâs tavvâs
tabbâ taabâ
tabebâš tabebáá
tabemuš tabemuu
taho taVo
takki taaki
N _ talle ko
talvâsâš talvâsii
tamppâ taampâ
tappâ taapâ
tavdâ taavdâ
teedâ tedduu
teetis tiät'tás
tehálâš tehálii
tekkâ teekâ
teltta te'lta
teres tiärrás
termi teermi
tevli teevli
tiLe tile
tielâs tiellâs
tiep'pi tiepi
tiervâs tier'vâs
tiet tien
tievâs tievvâs
tigge tige
tiivrâs tivrâs
tiivâs tiivvâs
tijme tiijme
tikke tihe
tikki tiiki
tilettemesvuotâ tilettemesvuođâ
tilálâšvuotâ tilálâšvuođâ
times timmáás
timesvuotâ timesvuođâ
timádâh timáduv
tinttâ tintâ
tivre tiivre
tiä'nuldâh tiä'nulduv
tiäd'du tiädu
tiäi'gu tiäigu
tiäl'gu tiälgu
tiänás tiännás
tiätu tiäđu
tiŋgâ tiiŋgâ
to'bdos tobdos
to'imâlâš to'imâlii
to'vkos tovkkos
togge toge
tohe toVe
toimâ tooimâ
tolcce to'lce
N _ tollii turbáád
N _ ton mielâst
N _ ton tááhust
N _ ton ääigi
N _ tontet ko
toobžâs tobžâs
tooleeb tolebáá
N _ tooláá iđedist
toorjâ torjuu
toovláš toovláš
tooŋâs toŋŋâs
tooškâs toškâs
toppiittâh toppiittuv
toppo topo
N _ toppum virdepirrâdâh
topse to'pse
toske to'ske
tot ton
továdâh továduv
tuRe ture
tukki tuuki
tukko tuko
tulcce tu'lce
tulli tuuLi
tullâ tuulâ
tulve tu'lve
tun tuu
tunnâ tuvvâ
tuo'râldâh tuo'râlduv
tuo'đâlâš tuo'đâlii
tuodâr tuod'dâr
tuol'vâ tuolvâ
tuolbâs tuol'bâs
tuor'gâ tuorgâ
tuot tuon
tuotâ tuođâ
tuovŋâs tuov'ŋâs
tupe tuve
N _ turbe kiddâ
turbe tu'rbe
turde tu'rde
turge tu'rge
N _ tust jiegah
tuubdâs tubdâs
tuumá tumá
tuumásâš tuumásii
tuuršalm turšalm
tuuvdâ tuvduu
tuájus tuáijus
tuák'ki tuáki
tuálbus tuál'bus
N _ tuápán moonnâđ
tuár'gu tuárgu
tuár'vi tuárvi
tuáv'ŋi tuávŋi
tuávváš tuáv'váá
tuávŋis tuáv'ŋá
tuáŋ'gi tuáŋgi
tušše tuše
tyeJi tye'je
tyeJi tyeji
tyel'ji tyelji
tyev'li tyevli
tá'lvádâh tá'lváduv
tá'rbulâš tá'rbulii
táiđu tááiđu
táppu táápu
tárbu táárbu
táttu táátu
távgu táávgu
táválâš táválii
tááLu táálu
tááibus táibus
N _ táárbu mie'ld
N _ táárbu ääigi
táássáš tássáá
táávgáš távgáá
tähti täävti
täigi tääigi
tälvi täälvi
tävgi täävgi
tääSi tääsi
tääpi täävi
u'rtâstâh u'rtâstuv
uJo ujo
uMogâš uMogii
uMolâš uMolii
N _ ubâlâšvuođâ uási
ucce uce
N _ uccást ij
uccáávuotâ uccáávuođâ
uddo udo
uhke u'hke
uine uuine
uksâ uuvsâ
ulgâ uulgâ
ulme u'lme
uske u'ske
utke u'đhe
uubâs ubbâs
uubâš ubbâš
uulguš ulguu
uumâs uummâs
uundâr undâr
uuđâg uđâgáá
uá'Sálâšvuotâ uá'Sálâšvuođâ
N _ uá'inulijn naalijn
uá'inulâš uá'inulii
uá'ináttâh uá'ináttuv
uá'sittemesvuotâ uá'sittemesvuođâ
uáLi uáli
uáRi uári
uáb'bi uábi
uág'gi uági
uái'nu uáinu
uái'vi uáivi
uái'vádâh uái'váduv
N _ uáinus jieŊâ
uáinus uái'nus
N _ uáivist juálgán
uáivuš uái'vuš
uáiváš uái'váá
uámis uámmás
uápis uáp'pá
uár'žu uáržu
uđâgâš uđâgáá
va'skâttâh va'skâttuv
vaLe vale
vaVettesvuotâ vaVettesvuođâ
vaaLâ vaalâ
vaaRâ vaarâ
vaadâs vaddâs
N _ vaaibâs leđe
vaaibâs vaibâs
vaalmâš valmâš
vaardâ varduu
vaastâ vastuu
vaccâ vaacâ
vagge vage
vahe vaVe
valje va'lje
valve va'lve
vanttâ vaantâ
vasme va'sme
vasta va'sta
vaste va'ste
vaŠe vaše
ve'itâlâs ve'itâlii
ve'râttâh ve'râttuv
veddi veedi
veeLâ veelâ
veeRi vere
veedis viäd'dá
veetâs vettâs
veigi veeigi
vekki veeki
velgi veelgi
verdi veerdi
verkki veerki
verkkâ veerhâ
verstâ veerstâ
verâstâh verâstuv
vevli veevli
vevâldâh vevâlduv
veđâttâh veđâttuv
N _ viNe maajeeld
N _ viNe oovdeld
N _ viNe paajeeld
viNe vine
vicárâh vicáruv
vie'res viärrás
vieRâ vierâ
viehis viäk'kás
viek'sâ vievsâ
viek'sâvuotâ viek'sâvuođâ
viel'tti vielti
vielpis viäl'ppá
viemâr viemmâr
vier'ccâ viercâ
vier'ccâdâh vier'ccâduv
vier'gi viergi
vies'ki vieski
vies'kâ vieskâ
viež'ži vieži
vihne vi'hne
viijđes vijđá
viiđâs vittâs
vijdodâh vijdoduv
vijve viijve
vipšâ viipšâ
virde vi'rde
virge vi'rge
viste vi'ste
vitjá vi'đjá
vittá vitá
vittâ viiđâ
viä'rulâš viä'rulii
viäd'dáš viäd'dáá
viäl'má viälmá
viär'dágâš viär'dágáá
viär'dásâš viär'dásii
viär'ju viärju
N _ viäruvuálááš puátu
viäs'ku viäsku
viät'tu viätu
viätu viäđu
vižže viže
voccâ voosâ
voonâs vonnâs
vorrâ voorâ
vođđâ voođâ
vuo'dâttim vuo'dâttime
vuo'igâlâš vuo'igâlii
vuo'iŋâstâh vuoi'ŋâstuv
N _ vuo'jâttes miel'kki
vuo'vnâlâš vuo'vnâlii
vuoJâ vuojâ
vuoMâ vuomâ
vuoNjâ vuonjâ
vuoNâ vuonâ
vuoVâs vuoHâs
vuob'dâ vuobdâ
vuob'zâ vuobzâ
vuodâ vuod'duu
vuoi'gâdvuotâ vuoi'gâdvuođâ
vuoi'ŋâ vuoiŋâ
vuonjâl vuonnjâl
vuop'pâ vuopâ
vuop'tâ vuoptâ
vuordâs vuor'dâs
vuorâs vuorrâs
vuosmuš vuosmuu
vuot'kâ vuođhâ
vuov'dâ vuovdâ
vuá'Sádâh vuá'Sáduv
vuá'Válâšvuotâ vuá'Válâšvuođâ
vuá'hádâh vuá'háduv
vuá'imádâh vuá'imáduv
vuá'juttâh vuá'juttuv
vuá'rádâh vuá'ráduv
vuá'tádâh vuá'táduv
vuáJu vuáju
vuág'gu vuágu
vuái'sá vuáisá
vuák'sá vuávsá
vuálááš vuáláá
vuár'gu vuárgu
vuár'kká vuárhá
vuás'tá vuástá
vuástus vuás'tus
vuáč'ču vuáču
vuáĐu vuáđu
vye'Ligâš vye'Ligáá
vye'lebâš vye'lebáá
vye'ne vuánnám
vye'ŋes vuáŋŋás
vyeSi vyesi
vyehi vyeVi
vyei'mi vyeimi
vyesvis vuás'vá
vyev'di vyevdi
vyež'ži vyeži
vá'ivádâh vá'iváduv
vá'ldálâš vá'ldálii
váddu váádu
vádulâš vádulii
váimu vááimu
válkká váálhá
várdu váárdu
várdásâš várdásáá
várvu váárvu
vááijuvvuotâ vááijuvvuođâ
N _ vááimu kagâstiđ
vááimus váimus
vááldus váldus
N _ vâi oopah
väNivuotâ väNivuođâ
väivi vääivi
N _ västideijee to'imâtteijee
vätti vääti
vävli väävli
vääNi vääni
vääRi vääri
väärdis várdá
á'rvulâš árvulii
áNá áná
áiculâš áiculii
áigádâh áigáduv
áijuh áijuv
áimu ááimu
áiru ááiru
ákku ááhu
ákkuváš ákkuváá
áldu ááldu
álgu áálgu
ápálâš ápálii
árkku áárhu
árppu áárpu
árvusâš árvusii
ávhálâš ávhálii
ááRu ááru
ááŊu ááŋu
ášálâš ášálii
áššu áášu
äigi ääigi
äimi ääimi
äitti ääiti
äksi äävsi
äppi ääpi
N _ ärbi juáhhoo
ärbi äärbi
ärgi äärgi
ääJi ääji
ääLi ääli
ääbir ábbár
ääiđis áiđás
äänhis ánhás
ääpi äävi
äätis áttá
äčiváš äčiváá
äšši ääši
N _ ča'lmeh suddeh
ča'skastuh ča'skastuv
ča'skattoh ča'skattuv
ča'skes časka
čagge čage
čalme ča'lme
N _ čalmevárdái anneeđ
N _ čalmevárdái leđe
čavos čappoos
čeeci čeesi
čeergâ čergâm
čeksâ čeevsâ
čeppi čeepi
čergâ čeergâ
N _ čeve čiäp'pát
čevli čeevli
čevni čeevni
čevđi čeevđi
čiehâ čieVâ
čiel'gi čielgi
čielgâs čiel'gâs
čiep'pâ čiepâ
čiepâs čiep'pâs
čiermihât čiermihâđâ
čiimâs čimmâs
čimmâ čiimâ
čivgâ čiivgâ
čiäVus čiäHus
čiähá čiäVá
čiäv'láávuotâ čiäv'láávuođâ
čiđđâ čiiđâ
čiŋŋâ čiiŋâ
čoRo čoro
čohčâ čoovčâ
čokke čohe
čolle čoLe
čooVâs čooHâs
čoolmâs čolmâs
čoonâm čoonnâm
čoonâs čonnâs
čoorooh čoroheh
čoovgâs čovgâs
N _ čoođâ-čoođâ njoođâlm
čorohâš čoroháá
čoĐo čođo
čuhčá čuuvčá
čuhčâ čuuvčâ
čuine čuuine
čukke čuhe
čukkâ čuuhâ
čulkká ču'lhá
čummâ čuumâ
čunoi čunnuu
čuo'lâstâh čuo'lâstuv
čuo'lâttuh čuo'lâttuv
čuo'pâttâh čuo'pâttuv
čuoMâ čuomâ
čuog'giistâh čuog'giistuv
čuoivâš čuoi'vâš
čuol'dâ čuoldâ
čuol'mâ čuolmâ
čuolân čuol'lân
čuopân čuop'pân
čuopâs čuop'pâs
čuor'giittâh čuor'giittuv
čuor'viittâh čuor'viittuv
čuormâs čuor'mâs
čuovrâs čuov'râs
čuovvâd čuo'Vis
čuovvâdvuotâ čuovvâdvuođâ
čuoš'kâ čuoškâ
čuppâ čuupâ
čurgâdvuotâ čurgâdvuođâ
čurmâ čuurmâ
čurtte ču'rte
čuskâ čuuskâ
čuuVâs čuuhâs
čuudâ čudduu
čuurgâs čurgâs
čuurâ čurruu
čuuskâš čuskii
čuvđâ čuuvđâ
čuá'ldáttoh čuá'ldáttuv
čuá'littem čuá'littemes
čuá'ruš čuárruš
čuáJá čuáká
čuáLi čuáli
čuág'gi čuági
čuálguh čuálguheh
čuálgui čuol'guu
čuáluš čuálluš
čuámis čuámmás
čuápčis čuáp'čá
čuárvus čuár'vus
čuásis čuássás
čuáv'gádâh čuáv'gáduv
čuáv'ji čuávji
čuávdus čuáv'dus
N _ čuávjist leđe
čuáđ'gi čuáđgi
čuđđâ čuuđâ
čye'đes čuáttás
čyehi čyeVi
čyer'bi čyerbi
čyeti čye'đe
čálálâs čálálii
čálástâh čálástuv
čááitus čáittus
čääci čääsi
šaaVâ šaavâ
N _ šaddee mááNu
šadolâš šadolii
šadottesvuotâ šadottesvuođâ
šalde ša'lde
šalme ša'lme
šapšâ šaapšâ
šeigi šeeigi
šelgâsvuotâ šelgâsvuođâ
šešteevuotâ šešteevuođâ
šieLâ šielâ
šier'vi šiervi
šiiŋâs šiŋŋâs
šiljo ši'ljo
šiä'Rádâh šiä'Ráduv
šiälguh šiäl'guh
šiälgus šiäl'gus
šiäš'tulâš šiäš'tulii
škoVos škohhoos
šlaaJâ šlaajâ
šlaaMâ šlaamâ
šlarvâ šlaarvâ
šlijve šliijve
šliäMu šliämu
šloobâr šlobbâr
šlunde šlu'nde
šnyek'ki šnyehi
šnärkki šnäärhi
N _ šoddâdum vuo'Jâleijee
šohmâ šoohmâ
šolde šo'lde
šolkkâ šoolhâ
šoođbâs šođbâs
šoŋŋâ šooŋâ
šuoŊâ šuoŋâ
šuár'mu šuármu
šušnâ šuušnâ
šyei'ji šyeJi
šävkki säävhi
šävkki šäävhi
